,liste_preference
7898,[6778   88 1794 ... 2928 3850  552]
7899,[3475 9670  202 ... 7303 7242   14]
7900,[7960 2148 7364 ... 8854 1397  298]
7901,[2958 1425 5902 ...  548   63 5089]
7902,[4234 2332 3006 ... 7878 3639 2167]
7903,[8093 1944 7946 ... 6500 5728 2966]
7904,[ 967 4292 2054 ... 3487 6782 4535]
7905,[ 623 4428 9031 ... 4090  304 6700]
7906,[5843 8993 9821 ... 7671 1043 8832]
7907,[1575 2546 1030 ... 6782 4964 9563]
7908,[1295 4216  747 ... 3891 3913 2048]
7909,[7919 2415 5373 ... 6239 6328 7182]
7910,[8708  143 8123 ... 5864 9491 2968]
7911,[  86 2325  494 ... 5491 8458 1454]
7912,[4391 7227 8623 ... 8170 1479 5566]
7913,[1944 5525 4868 ...  465 4362 3305]
7914,[7926 4423 8237 ... 2937 2569 3350]
7915,[3796 8581 2695 ... 1143 5904 2996]
7916,[6885 4122 9492 ... 8320 4770 8780]
7917,[3678 1019 8814 ... 7538 9444 4778]
7918,[1351 1223 7467 ... 5599 5917 2320]
7919,[4209   76   14 ... 4912 4615 3259]
7920,[2703 3589 5681 ...  431 8038 3172]
7921,[ 994  804 4292 ... 2159 1705 4956]
7922,[3173  687 9263 ... 9299  843 9704]
7923,[7380 5841 6522 ... 4267 4709 4087]
7924,[7295 4676 8181 ...    5 4769 4070]
7925,[1543 8757 2211 ... 7900  166 5250]
7926,[4630 3055  940 ... 6991 5527 9925]
7927,[4988 3431  723 ... 6768 6220  517]
7928,[5904 1680 5277 ...  773 2270 4366]
7929,[9877 9615 1634 ... 6738 6805 1175]
7930,[8738 1860 7978 ... 1555 3929 3199]
7931,[4567 4569 4367 ... 1310 1191 9181]
7932,[8578 5585 1749 ... 2086 9908 6966]
7933,[8276 8663 1142 ... 7027 8495 7193]
7934,[ 255 3512 6895 ... 5682 3481 3745]
7935,[9765 1208 6117 ... 5707 3208 3243]
7936,[3944 2205 4320 ... 1172  466 6672]
7937,[ 814 1411 4106 ... 8101 3556 6613]
7938,[1786 5244 1189 ... 8184 3290  874]
7939,[2335 1211 4449 ... 2284 4453  212]
7940,[2121 8751 5338 ...  206 7822 1725]
7941,[6461 6844 9674 ... 1385 4467 1246]
7942,[7528 9460 4557 ... 8387 2201 1473]
7943,[4068 3858 5749 ... 4128   92 2171]
7944,[7820 8318  671 ... 3302 9626 1900]
7945,[4806 2728 5681 ... 9746 8233 4933]
7946,[7337 8935 3651 ... 1748 1715 4489]
7947,[2813 8755 6948 ...   61 2935 6879]
7948,[3388 9832 4547 ... 8405 2894 1552]
7949,[7856 7538 8507 ... 2109 3119 7177]
7950,[4437  659 4428 ... 5042 1783 7791]
7951,[4624 2332 9986 ... 4287 7957 3619]
7952,[5121 2734  283 ... 8310 1037 1787]
7953,[ 788 7857 3334 ... 7336 1314 4925]
7954,[3854 4938 5669 ... 6599 7636 3789]
7955,[1005 5719 6958 ... 6862 9406  404]
7956,[3751 3081 6359 ... 9296 9396 8223]
7957,[4404 5606 3882 ... 9495 4252 3362]
7958,[6271 3652 6259 ... 8304  351 5847]
7959,[2681 3157 6309 ... 8958 7694 6910]
7960,[5232 9781 2794 ... 3126 5719 2187]
7961,[ 373 8415 7437 ... 3885 2892 4451]
7962,[1507 8871 7462 ... 8880  436 5897]
7963,[7090   13 8867 ... 5850 7605 1156]
7964,[8937 8556 3015 ... 1956 8714 6770]
7965,[8652 1260 9522 ... 3733 6127 6476]
7966,[6369 9380 3597 ... 2368 8499 7922]
7967,[1878 2941 2080 ... 4200 3802 6202]
7968,[2043 1112 1572 ... 5838 6993 4842]
7969,[8378 7692 6775 ... 1307 7624 8386]
7970,[6429 7530 1118 ... 2260 9562 1968]
7971,[5929 1801 7213 ... 6283 3161 7954]
7972,[2611 4700 3599 ... 2177 5049  662]
7973,[6256 5379 3936 ... 8133 6002 6911]
7974,[9347 8889 2231 ... 9116 3483 8303]
7975,[ 507 4669 2727 ... 9732 2226 7552]
7976,[4552 2746 2101 ... 1284 6594 5842]
7977,[1622 1516 5137 ... 2100 1381  500]
7978,[4689 1717 7687 ... 2426 6833 3195]
7979,[5897 6669 1537 ... 6453 6365  266]
7980,[5861 1339 5138 ... 8348 4184 7952]
7981,[2741 7975 4988 ... 7736 6288  196]
7982,[ 650 8336  407 ... 5305 6124 6458]
7983,[2461 2494 9935 ... 6589 7749  356]
7984,[ 700 7936 9188 ... 2617 7899 5328]
7985,[1920 6916 9712 ... 2548 2206 1063]
7986,[5084 3747 4680 ... 5099 4212 9730]
7987,[1408 4198 5606 ... 7796 4144 3449]
7988,[7771 8933 9275 ...  540 3164 7478]
7989,[2385 5500 3309 ... 5806  215 2687]
7990,[ 910 4460 4860 ... 6907 2908 7675]
7991,[7951 4388 2175 ...  220 8338 7123]
7992,[5273 3930 8830 ... 9419 6206 3210]
7993,[2403 8490 1414 ... 5858 2089 9401]
7994,[1349 9164 2468 ... 6188 2997  568]
7995,[9879 9668 8586 ... 5667 7437  895]
7996,[1288 7948 8217 ... 4385  285 7223]
7997,[7089 1448 9602 ... 5581 3291 8944]
7998,[9010 1960 2791 ... 9873 4010 4615]
7999,[1870 8991 5402 ... 4999 2501 2894]
8000,[5577 4771 2269 ... 7854 9829 6704]
8001,[7167 2162 1062 ... 7404 6686 9265]
8002,[3367 7198 6233 ... 5682  932 9325]
8003,[6434 1592  895 ... 8561 1351 5626]
8004,[3275 5303 8630 ... 5360 9421 6766]
8005,[2469 7479 3312 ... 3093 4413 2296]
8006,[6413 6313 7274 ... 7259 5589 1285]
8007,[5341 5899 8852 ... 9990 1547 4543]
8008,[4547 4619 6365 ... 2565 6498 7764]
8009,[7845 6114 4919 ... 8493 6797 4932]
8010,[2916 5351 7936 ... 2337 2777 9264]
8011,[2491 6731 9436 ... 1243 2973 2801]
8012,[6431 5071 1960 ... 2845 9263 6968]
8013,[7426 5388 5891 ... 7852  315 2691]
8014,[ 210 7112 6597 ... 7570 6891 2487]
8015,[1902 4051 9219 ... 6066 5971  990]
8016,[6139 8397  748 ... 9943 6597 3271]
8017,[9960 7063 8346 ... 5988 6855 3121]
8018,[1660 6757 3015 ... 3398 9310 5733]
8019,[5780 1440 8571 ... 7866 2969 9641]
8020,[4939 6013 9230 ... 7008   91 1463]
8021,[9808 5026 7745 ... 1335 9340 8248]
8022,[6149 2057 3194 ... 5366 8099 7139]
8023,[3551 2914  139 ... 1808 6625 3944]
8024,[7356 2643 5586 ... 5797 7877  683]
8025,[9590 4354 8181 ... 9046 8268 4931]
8026,[3215 7983 4688 ... 5092 8743 5811]
8027,[4399  857 7924 ... 9178 2274 1439]
8028,[9542 5087 3989 ...  117 1215 4716]
8029,[6861 8393 3013 ... 7157 2363 5927]
8030,[3625 6537 6358 ... 4432 9265 4271]
8031,[2609  680 6487 ... 5988 6267 1657]
8032,[3604 2176 3787 ... 2173 8843 8462]
8033,[ 929 7844 6013 ... 8601 9560 7002]
8034,[7861 1047 7513 ... 1271 5837 4942]
8035,[2905  552 3251 ... 6758 5040 3316]
8036,[5816 3471 2538 ... 4809 8126 9318]
8037,[8879 2955 5695 ... 2734 7881 1903]
8038,[2280 8201 1642 ... 1713 2494 2177]
8039,[ 298 9023 9135 ... 1070 2578 7661]
8040,[3209 6156 1013 ... 2250 5244 5069]
8041,[8935 1794 5409 ... 7135  713 8386]
8042,[2467 9995 3813 ... 3090 2589 3152]
8043,[ 926 7850 1178 ... 1281 5784 2946]
8044,[ 872 8017 7840 ...  875 8257 2536]
8045,[7924 6701 6015 ... 9347 8057 6210]
8046,[ 872 3128 6801 ... 8935 7685 8425]
8047,[4411 7891 2070 ...  244 4997 2327]
8048,[2109 1057 8571 ... 5571 3477 1889]
8049,[5685  809 8999 ... 7391 7649 5804]
8050,[7569   38 1457 ... 6906 7146 4651]
8051,[2836 7821 5065 ... 4136  260  988]
8052,[3134 6009 6942 ... 7657 7090 2701]
8053,[9553 6388 7769 ... 3824 2679 3576]
8054,[ 883 9175 4762 ... 6697 1512 7201]
8055,[8718 1755 7495 ... 5681 4070 1442]
8056,[5187 2088  566 ... 1292 4977 6332]
8057,[  31 5224 8763 ... 2784 6523 2603]
8058,[8674  803 3782 ... 8404 8035 4431]
8059,[7235 8684 8991 ... 7998 2483 5748]
8060,[7014  732 8395 ... 7926 7910 1384]
8061,[4275 4603 3055 ... 9325 2739 7922]
8062,[4707 3512 1943 ... 8849 3436  277]
8063,[9427 7468 4632 ...  951 6451 2152]
8064,[ 402 3774  183 ... 5957 5079 2093]
8065,[8510 7633 3323 ... 3806 9428 6510]
8066,[9161 7136  706 ... 7811 5018 8119]
8067,[9386 8509 1757 ... 1357 7195 5163]
8068,[8263 9517  172 ... 3707 4754 5821]
8069,[4936 6963 8792 ... 2273   89 4273]
8070,[3324 6794  838 ... 1090 6576 5469]
8071,[9710 6279 3008 ... 7080 6488 4187]
8072,[7989 3992 2123 ... 1443 9041 4155]
8073,[ 314 1359 1729 ... 2172 2085 6684]
8074,[4596 3632 8219 ... 6362 8774 6516]
8075,[ 648 1208 4191 ... 7668  321 5758]
8076,[5172 1633  615 ... 7123 4880 5745]
8077,[ 667 1674 6801 ... 5032  994 3500]
8078,[3603 2234 7964 ... 8093 3773 6003]
8079,[6009 2555 9935 ... 8372 2388 5240]
8080,[3540 1308 5580 ... 4369  434 3755]
8081,[ 149 5758 8215 ... 5195 9310 2495]
8082,[1371 8456 4009 ...   22  760 4695]
8083,[1598 4429 7038 ... 2079 4718 1681]
8084,[5076 3402  817 ... 9340 9836 8715]
8085,[9585 7521 9676 ... 3992 7490 8196]
8086,[6094 6192  802 ... 1089 5339 1357]
8087,[6841 8882 2530 ... 8467  263 3925]
8088,[3590   71 7810 ... 2787 5045 2035]
8089,[6785 8742 5637 ...  206 9287 1872]
8090,[ 143 2638 4242 ... 4314 3684 3593]
8091,[ 858 4209 1005 ... 9397 3695 4997]
8092,[5134 7508 2965 ... 1262 7024 7923]
8093,[3626  803 4054 ... 4977 6544 2614]
8094,[8288 2262  116 ...  200 5536 7060]
8095,[6445 3559 6552 ... 3997 4292 9391]
8096,[7169 8138 8557 ... 7791 1452 9740]
8097,[9574 4133 4025 ... 9506 9529 5063]
8098,[1379 9941 3797 ...  265 3922 4137]
8099,[3764 3976 2437 ... 9034 2827 1570]
8100,[ 897 5339 6402 ... 2148 7140 4553]
8101,[1535 4801 3108 ... 3384 7488 2240]
8102,[2458 3265 4650 ... 4170  376 7044]
8103,[2405 2462 1207 ... 4636 6436 5042]
8104,[ 262 7373 3934 ... 9803 6343 1466]
8105,[1467 3110 7137 ... 9630 6397 8797]
8106,[7971 6338 9833 ... 6058  270 2775]
8107,[1528 4064 2710 ... 9235 8303 6276]
8108,[8115 7221 5305 ... 7881  661 1484]
8109,[3693 8348 2843 ... 3487 9453 1005]
8110,[8063 6752 9142 ... 8296 1464 5074]
8111,[ 611 1983 2032 ... 9204 8332 1488]
8112,[1773 4801 1737 ... 9179 3752   36]
8113,[5775 2000 1955 ... 5972  387 1204]
8114,[9081 6527 5449 ... 5877 4172 3895]
8115,[2708 9649  903 ... 4600 2596 8431]
8116,[5106 6187 3037 ... 4518 7504 2225]
8117,[8167 5511 3113 ... 1671 4234 9979]
8118,[ 208 5323 7689 ... 7509 7969 3425]
8119,[5671 8097 2710 ... 3438  977 6441]
8120,[1245 4373  730 ... 3240 8143 9216]
8121,[3909 1260 2009 ... 8698 9646  819]
8122,[9725 6724 4489 ... 9626 7403 3502]
8123,[1780 9140 6345 ... 3589  871 9848]
8124,[4673 5245  408 ...   42 1471 9542]
8125,[7314 5247 8532 ... 2896 9078 5320]
8126,[2950 9788 3623 ... 9663 7150 2633]
8127,[6326 1819 7992 ... 4522 3292 7579]
8128,[8408 5079 7339 ... 1232 2868 9080]
8129,[1279 2535 7788 ... 9925 8165  713]
8130,[9432 9303 3769 ... 8419 1434 4430]
8131,[3751  266 3326 ... 5870 2030  731]
8132,[ 867 3522 6050 ... 9243 2493 7753]
8133,[6300 7956 6992 ... 5716 8620 4407]
8134,[ 143 7300 3751 ... 1293 5095 1578]
8135,[1781 8011 7218 ... 5485 5451 3260]
8136,[6119 2141 7444 ...  901 7939 7096]
8137,[1794 3058 1798 ... 2031 7590 8111]
8138,[ 912 6774 9220 ... 2452 5577 8486]
8139,[9695  689 6646 ... 3016 2925 2368]
8140,[5992 4356 1157 ... 9009 6157 2636]
8141,[7915  858  941 ... 2324 2163 4316]
8142,[9872 5091 4784 ... 3917 6165  972]
8143,[9122 6966 6652 ... 3499 8155 5799]
8144,[4957 3068  697 ... 6669 1176 5416]
8145,[4750 2742 6614 ... 9162 4329 8917]
8146,[5250 6866 2362 ... 8715 1009 4964]
8147,[8403 1797 4770 ...  398 9578 3431]
8148,[4345 8957 5788 ... 9026 2307 9653]
8149,[ 466 5338 7884 ...  432 4240 1205]
8150,[4151 9859 2775 ... 3642 6443 3728]
8151,[7982 3365 4813 ... 4081 7189 8805]
8152,[9209 3922 9542 ... 2584 2882 1606]
8153,[ 911 8023 9890 ... 1857 6451 4275]
8154,[4281 1997 4159 ...  783 3510 1397]
8155,[1142 4531  118 ... 7479 5184 5438]
8156,[8679  182  306 ... 2288 4619 5749]
8157,[2871 1712 7253 ... 6606 9560 5640]
8158,[3752 6827 6240 ... 8749 4703 2281]
8159,[9847 5024 4400 ... 5295 2759 1721]
8160,[3967 7712 3004 ... 8313 7055 3071]
8161,[9796 7332  785 ...  399 1732 1461]
8162,[5256 6533  334 ... 8522 8912 5931]
8163,[7699 2315 6485 ...  142 7871 6647]
8164,[8164 3651 3197 ... 9691 9225 1731]
8165,[ 107 9025 3085 ... 8421 3841 9809]
8166,[1308  956 6102 ... 3575 5335 1137]
8167,[6589 9268  628 ...  516 1948 6935]
8168,[5556 5250 7966 ... 1297 1979 9550]
8169,[4028 5988 2898 ... 8428 5736 4322]
8170,[3052 1658 1129 ... 9189 4510  516]
8171,[1550 7916 6344 ... 7023 3038 6194]
8172,[5975 8701 7102 ... 6887 3342 9129]
8173,[4857  518 8227 ... 9474  178 5889]
8174,[3068  374 7993 ... 5406 1867 1718]
8175,[1981 6699 8407 ... 4686 8155 8115]
8176,[1747 6791 4389 ...   35 1092 1156]
8177,[1622 5398 9958 ...  481 2770  815]
8178,[3383 2854 6860 ... 6269  831 7698]
8179,[ 137 8991  605 ... 8033 7202 8188]
8180,[6325 1543 2441 ... 9176 1124 2256]
8181,[ 425 6700  178 ... 7605  766  458]
8182,[1663 2554 4719 ... 7121 2557 4171]
8183,[2812 9971 7711 ... 1437 3863 4428]
8184,[3742 9870 6920 ... 8443 1843 1620]
8185,[9371 5353 1477 ... 5954 9628 6909]
8186,[3946 5626  114 ... 3738 1200 3184]
8187,[4145 8372 6937 ...  893   25 2231]
8188,[3711 3073 7239 ... 4277 7821 9480]
8189,[7112 7899 3294 ... 3494 8156 8599]
8190,[7751 1380 4874 ... 3317 3684 8624]
8191,[5582 2597 8922 ... 6866 9422 6726]
8192,[2942 3909 6949 ... 2678 7860  658]
8193,[2706 3333 3715 ... 1588 3321 7863]
8194,[5053 9642 9376 ... 8427 8603 3756]
8195,[1955 8705 8502 ... 1103 3333 6120]
8196,[3356 7104 4125 ... 6704 4749  632]
8197,[6459 7266  284 ... 4288 1305 4924]
8198,[2121 4074 1276 ... 9481  308 6221]
8199,[6067 2646 2625 ... 3293 3495   76]
8200,[7802 8386 2595 ... 4679 1680  592]
8201,[9173 9429 6439 ... 3726 6426 2544]
8202,[ 760 4802 7052 ... 5349 3549 8916]
8203,[4123 5742 3430 ...  516 5788  212]
8204,[8763 3143 8529 ... 1734  694 4212]
8205,[ 168 6860 1645 ... 1751 8031 3005]
8206,[2486 9311 6216 ... 4128 3243 9004]
8207,[2675 3431  943 ... 3381 1854 4189]
8208,[8859 4741 7491 ... 9050 7951 4480]
8209,[4419 6391 3096 ... 1805 4986 2042]
8210,[5146 5786 8400 ... 4295 5374 8645]
8211,[7432 6406 6137 ... 6504 4327 1521]
8212,[6161 3203 7671 ... 7613 2498 2518]
8213,[3141 9407 8013 ... 4910 3958 1618]
8214,[9206 4841 1886 ... 8964 7663 9056]
8215,[6000 1570 9679 ... 5721 8249 5599]
8216,[2077 3289 9702 ... 4007 1863 2374]
8217,[7640 6930 3592 ... 9157 8559 8481]
8218,[3333 2861 8178 ... 8521 3129 6166]
8219,[3579 4881  500 ... 5561  243 5236]
8220,[5561  385 2379 ... 9968 6607 3117]
8221,[5123 1671 2732 ... 4988 2958 6105]
8222,[8615 4695  296 ... 8527 7888 9240]
8223,[ 489 1974  694 ... 3601 2855 9628]
8224,[8795 4750 2296 ... 3164 9546 4619]
8225,[ 893 6912 2048 ... 9766 5662  976]
8226,[5241 5343 8948 ... 2211 5428 8253]
8227,[ 266 3657 9232 ... 5151 3824 9828]
8228,[8060 9778 7940 ... 4520 9203 8210]
8229,[ 293 4962 5831 ... 8622 2941 9949]
8230,[9630 1642 3199 ... 1087 6183 8699]
8231,[8721 9048 7181 ... 1073 8604 1097]
8232,[4984 3353 5949 ... 5952 7214 6630]
8233,[ 590 5642 4620 ... 1371 3924 9831]
8234,[5369 7221 3579 ... 6204 8030 7104]
8235,[5188 3354 8860 ... 7338 7764 3292]
8236,[5224 6971 5184 ... 2081 5194 8464]
8237,[9063 6352 6777 ... 2551 5200 5458]
8238,[7167  662 3314 ...  611 3273 2700]
8239,[7890 2308 6617 ... 1285 3969 4749]
8240,[6705 9202  424 ... 7921 8371 3289]
8241,[8529  266 7427 ... 8989 1130 8914]
8242,[1427 7924 4564 ...  175 2017   69]
8243,[9784 3778 1294 ... 4131 2726 2087]
8244,[4880 2134 4831 ... 7053 1585 6261]
8245,[2687 7925 8190 ... 7337 5405 5494]
8246,[6039 6803 4086 ... 8250 2997 1857]
8247,[7725 2190 8327 ... 3656 9844 3156]
8248,[8440   10 9863 ... 4388 6339 1352]
8249,[1131 3101 4511 ... 1406 9301  603]
8250,[1336 2609 5032 ... 3781 6431 8114]
8251,[8263  263 3523 ... 5655 4754 5576]
8252,[8726 5865 5092 ... 7793 3743 6337]
8253,[2501  429 7483 ... 3847 5510 4490]
8254,[1259 6831 5131 ... 5730 2827 4248]
8255,[7579 5597 8277 ... 1670  950  957]
8256,[7803 7065 9427 ... 6175 4329 1397]
8257,[8590 9909  812 ... 8705 2097 9170]
8258,[8273 7903 4911 ... 8668 1044  249]
8259,[3430 2605 2211 ... 2081 1533  546]
8260,[7663 1867 3014 ... 1246 9317 5403]
8261,[8621 8326 6509 ...  372 8654  322]
8262,[2990 1441  119 ...  622 4947 2356]
8263,[7599 7443  406 ... 8077 5811  399]
8264,[8593 3500 3283 ... 2313 7329 2116]
8265,[5758 4179 4363 ... 6597 6866 2201]
8266,[1545 2682 1574 ... 1829 3816 3532]
8267,[3707 6348  692 ... 3246 9581 4088]
8268,[7200 2985 9448 ... 8210 6673 2171]
8269,[8899 1230 6043 ... 1345 5156 3100]
8270,[8070  158 4508 ... 4503  836  949]
8271,[ 693 8535 7444 ... 3519 8309 4842]
8272,[ 418 6104 3590 ... 7049 5780 7341]
8273,[7059 2066 1081 ...  934 7442 4372]
8274,[ 277 7110 6565 ... 2330 7362  397]
8275,[3760 5841 5561 ... 1022 4276 8406]
8276,[8906 2412 7730 ... 3935 2254 6484]
8277,[6905 4449 5723 ... 1244 2991 8604]
8278,[9481 9541  614 ... 2830  609  747]
8279,[7544 2858 4366 ... 2774 5961  529]
8280,[6168   19 1863 ...  791 7520 8981]
8281,[7264 8402 4021 ... 1273 7091 1894]
8282,[1249  780 2179 ...  252 2699 2059]
8283,[2611 6260 2351 ... 7692 2826  162]
8284,[8599 5253 6253 ... 9508 3850 2639]
8285,[7914 5271 8195 ... 7516 3574 8769]
8286,[4312 6116 2238 ... 4705 1971 7085]
8287,[8954 1663  461 ... 1167 4617 5297]
8288,[4196 3301 2996 ... 9095 1257 1759]
8289,[1841 1808 4865 ... 9390 1803 7332]
8290,[8830 4284 8340 ... 6357 8300 4795]
8291,[5713 7686 1772 ... 9173 5835 6938]
8292,[1738  505 4513 ... 9900 7636 7770]
8293,[8571 9614 7239 ... 1998 2690 8058]
8294,[7205 1153 8968 ... 5329 9780 7156]
8295,[5737 7256 6679 ...  495 4021 7063]
8296,[1486 3297 9583 ... 9622 6919 9472]
8297,[7155 5838 5052 ... 7127 8919 6989]
8298,[3487 5262 7208 ... 5741 5029 5997]
8299,[2688 3991 3064 ... 7437 7100 5867]
8300,[ 740 5489 3029 ... 6950 3107 5169]
8301,[8372 9720 4213 ... 8005 6316 6178]
8302,[7606 5744 1894 ... 1602 6570 5840]
8303,[ 486 7081 9334 ... 4459 3694 4155]
8304,[2852  219 3157 ... 7584 7658 9608]
8305,[8219 2580  424 ... 8321 9742   25]
8306,[9266 2501 8531 ... 9043 7107 4243]
8307,[2532 1837 8244 ... 9883  234 5023]
8308,[ 663 9954 8781 ... 3398 2934 6303]
8309,[7745 6147 5824 ... 1718 1307 7645]
8310,[6190 1020 1391 ... 8246 2078 1239]
8311,[2029 2093 6827 ... 2481 1638 5212]
8312,[7268 6027 3239 ... 9816 6272 5875]
8313,[5834 4216 2214 ... 1973 9699 1834]
8314,[8369  111 8468 ... 4585 7257 9216]
8315,[1980 6448 3373 ... 4955 9841 8767]
8316,[4514 3486 1063 ... 3578 6919 9059]
8317,[7736 3138 3454 ... 7350 6242 1602]
8318,[9080 2178 4566 ... 8385  222 4263]
8319,[6155 8549 7828 ... 2682  454 9413]
8320,[5314 2139 7358 ... 4767 7117 4437]
8321,[  85 6086 5300 ... 3185 4290 6444]
8322,[ 172 9026 4158 ... 5832 7199 1751]
8323,[5162  838 5746 ... 2720 3755 6903]
8324,[7357 8741 3083 ... 6333 9470 6550]
8325,[5641 3011 6578 ...  535 7665 2353]
8326,[5447 1436 4788 ... 9191 3014 3709]
8327,[ 769 7392 5926 ... 2754 7865 7643]
8328,[7248 8906 7213 ... 2814 8745 3427]
8329,[3151 5563  900 ... 4027 2866 8910]
8330,[7549 3680 9651 ... 1425 5148 2197]
8331,[1427 9728  691 ... 8684 3704 3151]
8332,[3137 7780 1964 ... 2074 9302 8360]
8333,[6343 4110 9814 ...   31 4107 6766]
8334,[3196 5353 8759 ... 9204 7674 6959]
8335,[4559 6881 3578 ... 1862  175 2365]
8336,[6386 9039 2128 ... 3308  284 5241]
8337,[3187 1055 2110 ... 6513 9784 6233]
8338,[4158 8431 4332 ... 2959 3369 5245]
8339,[8576 7601 7115 ... 6875 4154 8882]
8340,[5462 6777 9803 ... 3240 3786 7110]
8341,[7920 9559 6233 ... 8504 2983 9627]
8342,[9625  904 1826 ... 6928 6024  688]
8343,[ 763 3378 9508 ...  997 9816 4269]
8344,[6651 4396   67 ... 7358 7980 9645]
8345,[3057 3634 3457 ...  445 4358 3039]
8346,[6389 9694  716 ... 9697 1420 7792]
8347,[6800 3634 6314 ... 4205 1164 1012]
8348,[3137  863 2609 ...  299 8039 4389]
8349,[ 215 7697 7733 ... 1418 9761 6203]
8350,[4165 4493 1643 ... 9438 6988 6650]
8351,[ 251 3520 5814 ... 3230 1089 8657]
8352,[6060 5959 2091 ... 7929  599 1809]
8353,[3562 8420  627 ... 1585 6451 3018]
8354,[1014 4431 8065 ... 1550 2550  746]
8355,[1114 3861 7560 ... 2008 5913  768]
8356,[1599 8082 1984 ... 1171 5599 4896]
8357,[2081  881 8619 ... 8700 8157 1424]
8358,[5350 2287 9117 ... 2034 6951 1730]
8359,[2739 2500 8527 ...  975 1458 8855]
8360,[5514  532 3514 ... 8188 4621 5451]
8361,[6058  421 1976 ... 5138 6531 2847]
8362,[3911   95 6314 ... 2652 2633 9103]
8363,[2379 9672 8500 ... 2998  334 9760]
8364,[4628 8782 8960 ... 6425 1013 3883]
8365,[2672 8981 2560 ... 4470 9136 7550]
8366,[1880 7955 1838 ...  263 5789 8696]
8367,[8043 2198 8782 ... 8097 6608 3528]
8368,[6551 7814 3259 ... 1652 9894 7459]
8369,[4067 8212 6709 ... 3493 7278  171]
8370,[4891 4326 5795 ... 8736 1866  261]
8371,[6599 5514 5292 ...    2 4732 3172]
8372,[8065 6311  773 ... 8595 9071 5321]
8373,[5079 8770 5962 ...  719 6506 1143]
8374,[5431 5064  993 ... 2396 3788 4983]
8375,[6059 6004 1065 ... 9500 5228  185]
8376,[6111 6242 1146 ...    1 3006 7331]
8377,[ 797 5459 8733 ... 5581 4850  593]
8378,[3788 7684 6769 ... 6466 9945 3723]
8379,[1539 8424 4348 ... 1587 1198 8515]
8380,[2215 6564 7679 ... 2763 4500 3513]
8381,[8714  498 3773 ... 9928 6471 3891]
8382,[3317 9966 2879 ... 3490 8338 2853]
8383,[4564 7212 3469 ... 7423 2437 5531]
8384,[8959 5918 4486 ... 3887 6029 3567]
8385,[8237 9025 6366 ... 1301 1677 5478]
8386,[5668 9244  829 ... 9606 8538 7602]
8387,[8662 2453 5556 ... 1161 1701 3200]
8388,[ 394 5410 2965 ... 1905 3900 9772]
8389,[6687 2199 7835 ... 1740 1367 9059]
8390,[ 604  847 6292 ... 7840 9056 4194]
8391,[3339 1793  785 ... 6712 2731 2487]
8392,[4270 2257 7730 ... 7311  466 1234]
8393,[ 267  736 6294 ... 2563  545 5100]
8394,[2936 2374 7781 ... 7717 1392 7614]
8395,[4138 7706 2582 ... 8035 3981 3517]
8396,[5655 5798 3702 ... 1683 3046 1327]
8397,[5220  654 3879 ... 1862 2545 9573]
8398,[6852 4635 3781 ...  710  851 1883]
8399,[1381 8141 5707 ...  557 6802 8857]
8400,[6881 1875 8053 ... 6581 9287 5612]
8401,[5989 2025 3404 ... 7745 5937 5691]
8402,[6539 2702 1164 ... 6169  329 4494]
8403,[8950 8231 3994 ... 1330 8734 6692]
8404,[3111 4399 3250 ... 6344 3502 8161]
8405,[3642 4636 5359 ... 7038 8831 6580]
8406,[1328 8258 6047 ...  144  291 2720]
8407,[7263 7797 6960 ... 9474 5546 3021]
8408,[ 866 7391 1077 ... 7709 5228 5574]
8409,[6368 8545 1929 ... 8311 1235 5171]
8410,[9348  642 7723 ... 9112 6659 7734]
8411,[9106 9149 1223 ... 1120 1340 7880]
8412,[7858 2235 2193 ... 4121  864  782]
8413,[4455 1838 1842 ... 6913  978 1561]
8414,[ 405  891 5646 ... 5750 4266 4213]
8415,[7047 2455  206 ... 4285 2437 9579]
8416,[7359 9386 4006 ... 2908 8695 5098]
8417,[ 824 1752  124 ... 5637 3096 3336]
8418,[9624 2258 8261 ... 7445  517  681]
8419,[7316 8174  764 ... 2185 2004 5267]
8420,[9193 5318 9311 ... 1352 1928 7188]
8421,[5371  837 2594 ... 8685  376 8201]
8422,[9784 5212 9006 ... 6663 5926 7712]
8423,[3114 9449 9969 ... 4817 6552 6456]
8424,[9262  971 4876 ... 4053 4162 6019]
8425,[1169  965 1960 ...   65 7903 3040]
8426,[2772 9003 1661 ... 4691 4756 8110]
8427,[2574 2885 5503 ... 3011 2354 3027]
8428,[5246 3179 7898 ... 4716 6698 4430]
8429,[2703 3941 1328 ... 8337 5066 8810]
8430,[9341  224 6049 ... 4731 5613 8936]
8431,[7327   81 3789 ... 5646 8943 4160]
8432,[4484 1410 8192 ... 3007 7751   20]
8433,[3521  205 4386 ... 7544 5715 3380]
8434,[3397 5220 2365 ... 2901 1778 4755]
8435,[2181 8436 7947 ... 3677 8273 1892]
8436,[9214  640 9728 ... 3220 2150 1715]
8437,[6991 3286 2223 ... 6899 1754 9987]
8438,[9987 2356  418 ... 2681 2804 6607]
8439,[1446 4131 6033 ... 2775  265  318]
8440,[ 216   89 9290 ... 3157 5161 7824]
8441,[6745 4016 1339 ... 8134 1742 3457]
8442,[9953 4838 4695 ... 3634  109 4594]
8443,[7656 2040 9962 ... 6341  232 1130]
